round_id,agent_id,is_byzantine,base_prediction,perturbed_prediction,delta_r1,delta_r2,delta_r3,delta_r4,delta_r5,spectral_1,spectral_2,spectral_3,spectral_4,spectral_5,spectral_6,spectral_7,spectral_8,confidence,causal_nodes,causal_edges,reasoning
0,agent_000,0,3,3,0,0,0,0,0,5,6,3,0.49999999999999994,0.7,0.09999999999999999,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_001,0,3,3,0,0,0,0,0,5,6,3,0.5666666666666667,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_002,0,3,3,0,0,0,0,0,5,6,3,0.5833333333333334,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_003,0,3,3,0,0,0,0,0,5,5,2,0.7000000000000001,0.9,0.25,0.25,0.85,0.9,5,5,"基于场景: 央行提高利率对通胀率的影响"
0,agent_004,0,3,3,0,0,0,0,0,5,6,3,0.5499999999999999,0.7,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_005,0,3,3,0,0,0,0,0,5,6,3,0.6166666666666667,0.8,0.19999999999999998,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_006,0,3,3,0,0,0,0,0,5,6,3,0.5833333333333334,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_007,0,3,3,0,0,0,0,0,5,6,3,0.5499999999999999,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_008,0,3,3,0,0,0,0,0,5,6,3,0.5166666666666666,0.7,0.09999999999999999,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_009,0,3,3,0,0,0,0,0,5,6,3,0.6166666666666667,0.8,0.19999999999999998,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
1,agent_000,1,138.38434815362038,161.44840617922378,23.064058025603398,23.064058025603398,23.064058025603398,23.064058025603398,23.064058025603398,5.865104580465868,5.453991624915173,3.4507788134324135,0.6037231849122985,0.7740295358262909,0.5653155770777143,0.23754016813506953,0.7749704818569905,0.6,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_001,1,140.42763948432844,163.83224606504984,23.404606580721406,23.404606580721406,23.404606580721406,23.404606580721406,23.404606580721406,4.600593295873686,4.971728179651428,2.931604790357274,0.5256834216598982,0.827166761621615,0.5071616274395574,0.2789265895055832,0.8238564070385391,0.6,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_002,1,142.59355242789,166.35914449920497,23.765592071314995,23.765592071314995,23.765592071314995,23.765592071314995,23.765592071314995,4.240761815696066,4.850809252447567,3.2807604538464092,0.4786803783731404,0.7101968973208964,0.3877669058557664,0.2592106656593129,0.9625647510311999,0.6,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_003,0,180,210,30,30,30,30,30,5,5,3,0.6,0.8,0.4613333333333334,0.25,0.85,0.9,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_004,0,180,210,30,30,30,30,30,5,5,3,0.6,0.8,0.4613333333333334,0.25,0.85,0.9,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_005,0,180,210,30,30,30,30,30,5,6,3,0.5499999999999999,0.8,0.48666666666666675,0.3,0.85,0.9,5,6,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_006,0,180,210,30,30,30,30,30,5,5,3,0.6,0.8,0.4613333333333334,0.25,0.85,0.9,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_007,0,180,210,30,30,30,30,30,5,5,3,0.5199999999999999,0.8,0.3666666666666667,0.25,0.85,0.9,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_008,0,180,210,30,30,30,30,30,5,5,3,0.6,0.8,0.49866666666666676,0.25,0.85,0.9,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_009,0,180,210,30,30,30,30,30,5,5,3,0.6,0.8,0.428,0.25,0.85,0.9,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
2,agent_000,1,11.082630204090375,14.776840272120499,3.6942100680301246,3.6942100680301246,3.6942100680301246,3.6942100680301246,3.6942100680301246,5.181348079706398,5.306251582775927,3.2153995018678057,0.6678721107066372,0.6705354756135015,0.3535539568980947,0.33968517255518677,0.7527875758373344,0.6,5,6,"基于场景: AI投资对企业效率的影响"
2,agent_001,1,12.986376208158237,25.972752416316474,12.986376208158237,12.986376208158237,12.986376208158237,12.986376208158237,12.986376208158237,5.086841335867298,5.65202819614938,3.530983827606055,0.6256968165955143,0.8254282347598804,0.5045322817633259,0.25774612339237735,0.9186332982485572,0.6,5,6,"基于场景: AI投资对企业效率的影响"
2,agent_002,1,7.765134632637087,11.647701948955632,3.8825673163185437,3.8825673163185437,3.8825673163185437,3.8825673163185437,3.8825673163185437,4.006238626885349,6.619259697617586,3.5210079138659864,0.6261322116762228,0.6670630954687566,0.3244571504457649,0.3431783860503968,0.9176483687332359,0.6,5,7,"基于场景: AI投资对企业效率的影响"
2,agent_003,0,10,20,10,10,10,10,10,5,6,3,0.6,0.8,0.41,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
2,agent_004,0,10,20,10,10,10,10,10,5,6,3,0.6083333333333333,0.8,0.4200000000000001,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
2,agent_005,0,10,15,5,5,5,5,5,5,6,3,0.5583333333333332,0.8,0.40666666666666673,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
2,agent_006,0,15,15,0,0,0,0,0,5,6,3,0.5833333333333334,0.8,0.3933333333333333,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
2,agent_007,0,15,20,5,5,5,5,5,5,6,3,0.55,0.8,0.43333333333333335,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
2,agent_008,0,15,20,5,5,5,5,5,5,6,3,0.6,0.8,0.41,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
2,agent_009,0,10,15,5,5,5,5,5,5,7,3,0.49999999999999994,0.8,0.3933333333333333,0.35,0.85,0.9,5,7,"基于场景: AI投资对企业效率的影响"
3,agent_000,1,4.028515707119613,4.028515707119613,0,0,0,0,0,4.165960745985072,5.506318145322629,2.4941335938340554,0.6283958186078181,0.8097748978655265,0.14379118920384715,0.24706782360888077,0.9387539314483493,0.6,5,6,"基于场景: 央行提高利率对通胀率的影响"
3,agent_001,0,3,3,0,0,0,0,0,5,6,3,0.6166666666666667,0.8,0.19999999999999998,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
3,agent_002,0,3,3,0,0,0,0,0,5,6,3,0.5833333333333334,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
3,agent_003,0,3,3,0,0,0,0,0,5,6,3,0.5833333333333334,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
3,agent_004,0,3,3,0,0,0,0,0,5,6,3,0.6166666666666667,0.8,0.19999999999999998,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
