round_id,agent_id,is_byzantine,base_prediction,perturbed_prediction,delta_r1,delta_r2,delta_r3,delta_r4,delta_r5,spectral_1,spectral_2,spectral_3,spectral_4,spectral_5,spectral_6,spectral_7,spectral_8,confidence,causal_nodes,causal_edges,reasoning
0,agent_000,1,2.1295068737034986,2.1295068737034986,0,0,0,0,0,4.7368867262278425,6.680504971981032,2.9876719230094233,0.47401298519574336,0.7541199514533025,0.14585265468530356,0.270247486512941,0.8486029348392004,0.6,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_001,1,2.3346458422586696,2.3346458422586696,0,0,0,0,0,4.147702412624553,5.664387172331243,2.412815939615083,0.5571294449315886,0.846894080769814,0.18456302674213731,0.24473584118750624,0.6946440250302762,0.6,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_002,1,2.121185094012244,2.121185094012244,0,0,0,0,0,4.234937549155902,5.7838749906445415,2.5332164286519685,0.6832306564563853,0.8888433235051352,0.13934447062350025,0.2510923220675362,0.8432943646656335,0.6,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_003,0,3,3,0,0,0,0,0,5,6,3,0.5666666666666667,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_004,0,3,3,0,0,0,0,0,5,6,3,0.6916666666666668,0.9,0.21666666666666667,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_005,0,3,3,0,0,0,0,0,5,6,3,0.6166666666666666,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_006,0,3,3,0,0,0,0,0,5,5,2,0.6,0.8,0.25,0.25,0.85,0.9,5,5,"基于场景: 央行提高利率对通胀率的影响"
0,agent_007,0,3,3,0,0,0,0,0,5,6,3,0.5833333333333334,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_008,0,3,3,0,0,0,0,0,5,6,3,0.5833333333333334,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
0,agent_009,0,3,3,0,0,0,0,0,5,6,3,0.5833333333333334,0.8,0.16666666666666666,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
