round_id,agent_id,is_byzantine,base_prediction,perturbed_prediction,delta_r1,delta_r2,delta_r3,delta_r4,delta_r5,spectral_1,spectral_2,spectral_3,spectral_4,spectral_5,spectral_6,spectral_7,spectral_8,confidence,causal_nodes,causal_edges,reasoning
0,agent_000,1,2.774564532440026,3.1000843322692617,0,0,0,0,0,5.057733379804157,2.6165498375344423,1.5627028363075455,0.45858741528259145,0.7649111252311218,0.5686927640370566,0.3242541370811968,0.467480367962673,0.6,4,4,"基于场景: 央行提高利率对通胀率的影响"
0,agent_001,1,290.79655473347356,211.78912742706413,0,0,0,0,0,2.3501276459233695,7.326932203725052,1.9079658339308538,0.2720079051113472,0.7170555086157241,0.3235562135589664,0.5746562438571963,1.160155870684066,0.6,4,5,"基于场景: 原材料成本上涨对产品价格的影响"
0,agent_002,1,27.92528178472508,16.76000721732493,0,0,0,0,0,3.670324986435625,6.873626107225852,1.7859745169551335,0.3782644112278253,0.789618280985953,0.4941106383972856,0.24684809636924318,0.48282406859111265,0.6,4,5,"基于场景: AI投资对企业效率的影响"
0,agent_003,0,2.5,4,1.5,1.5,1.5,1.5,1.5,4,4,2,0.5499999999999999,0.7,0.39749999999999996,0.3333333333333333,0.85,0.9,4,4,"基于场景: 央行提高利率对通胀率的影响"
0,agent_004,0,170,210,40,40,40,40,40,4,4,2,0.49999999999999994,0.7,0.16,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
0,agent_005,0,25,25,0,0,0,0,0,5,6,3,0.5333333333333333,0.7,0.31,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
0,agent_006,0,2.5,2.5,0,0,0,0,0,5,5,3,0.58,0.8,0,0.25,0.85,0.9,5,5,"基于场景: 央行提高利率对通胀率的影响"
0,agent_007,0,160,210,50,50,50,50,50,4,4,2,0.65,0.8,0.28,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
0,agent_008,0,25,25,0,0,0,0,0,5,6,3,0.4833333333333332,0.7,0.27666666666666667,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
0,agent_009,0,2.5,2.5,0,0,0,0,0,5,7,3,0.4857142857142857,0.8,0.2866666666666667,0.35,0.85,0.9,5,7,"基于场景: 央行提高利率对通胀率的影响"
1,agent_000,1,2.8772611788167577,2.1751060408384673,0,0,0,0,0,5.912829493465546,4.974002347703973,4.162259130874443,0.39795355640463737,0.7737638351344298,0.4611372277189218,0.24025134631504297,0.46764507410136097,0.6,5,5,"基于场景: 央行提高利率对通胀率的影响"
1,agent_001,1,131.1384061371359,309.3140435227456,23.189164237227136,23.189164237227136,23.189164237227136,23.189164237227136,23.189164237227136,4.683699188977986,3.382417589927294,2.65724819741157,0.4830426367311737,0.9482326289815308,0.36087817587889826,0.3280013674868953,1.0429848963636854,0.6,5,5,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_002,0,25,25,0,0,0,0,0,4,4,2,0.7000000000000001,0.9,0.57,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
1,agent_003,0,2.5,2.5,0,0,0,0,0,4,4,2,0.575,0.8,0,0.3333333333333333,0.85,0.9,4,4,"基于场景: 央行提高利率对通胀率的影响"
1,agent_004,0,180,210,30,30,30,30,30,4,4,2,0.6124999999999999,0.9,0.5225,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_005,0,25,25,0,0,0,0,0,5,6,3,0.5166666666666667,0.8,0.2733333333333334,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
1,agent_006,0,2.5,2.5,0,0,0,0,0,5,5,3,0.6,0.8,0.46,0.25,0.85,0.9,5,5,"基于场景: 央行提高利率对通胀率的影响"
1,agent_007,0,15,210,195,195,195,195,195,4,4,2,0.65,0.8,0.455,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
1,agent_008,0,25,25,0,0,0,0,0,5,6,3,0.6333333333333334,0.8,0.3466666666666667,0.3,0.85,0.9,5,6,"基于场景: AI投资对企业效率的影响"
1,agent_009,0,2.5,2.5,0,0,0,0,0,4,4,2,0.6,0.7,0.36,0.3333333333333333,0.85,0.9,4,4,"基于场景: 央行提高利率对通胀率的影响"
2,agent_000,1,2.7557328429182526,3.1158069725548767,0,0,0,0,0,4.7992834620967155,4.242537439889606,1.5907507356823605,0.3942263531758671,0.4489439792431889,0.3866799188900022,0.49767810166651727,0.7123404632254281,0.6,4,4,"基于场景: 央行提高利率对通胀率的影响"
2,agent_001,1,242.87184117048474,154.2553043874191,33.86054012757013,33.86054012757013,33.86054012757013,33.86054012757013,33.86054012757013,3.2543329247010617,5.931931848866616,1.0200033529636496,0.36599879063855856,0.9196791783042377,0.3170567226630426,0.3433333685948545,0.47654872523105074,0.6,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
2,agent_002,1,23.097939817372243,25.02051051694614,0,0,0,0,0,7.034383160734978,4.658012323614827,2.380829132574667,0.34414978260188933,0.6807071133096202,0.5508263512115472,0.23748213561947504,0.4839940530167098,0.6,5,5,"基于场景: AI投资对企业效率的影响"
2,agent_003,1,1.3335632869090928,2.187795358216069,0,0,0,0,0,4.119850074404444,0,0,0,0,0,0,0,0.6,0,0,"基于场景: 央行提高利率对通胀率的影响"
2,agent_004,0,170,210,40,40,40,40,40,4,3,2,0.6833333333333332,0.8,0.3,0.25,0.85,0.9,4,3,"基于场景: 原材料成本上涨对产品价格的影响"
2,agent_005,0,25,25,0,0,0,0,0,4,4,2,0.525,0.8,0.37,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
2,agent_006,0,2.5,2.5,0,0,0,0,0,4,5,3,0.45999999999999996,0.6,0.18333333333333335,0.4166666666666667,0.85,0.9,4,5,"基于场景: 央行提高利率对通胀率的影响"
2,agent_007,0,170,210,40,40,40,40,40,4,5,2,0.5199999999999999,0.8,0.33999999999999997,0.4166666666666667,0.85,0.9,4,5,"基于场景: 原材料成本上涨对产品价格的影响"
2,agent_008,0,25,25,0,0,0,0,0,4,4,2,0.65,0.9,0.36,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
2,agent_009,0,2.5,2.5,0,0,0,0,0,5,6,3,0.48333333333333334,0.7,0.13999999999999999,0.3,0.85,0.9,5,6,"基于场景: 央行提高利率对通胀率的影响"
3,agent_000,1,3.114874101777594,1.252993830948974,0,0,0,0,0,2.358095452065649,3.6641899342739697,1.5387502442837022,0.7152069998572986,0.6096088517013399,0.1689869455478564,0.26221428857779616,1.0159558591823548,0.6,4,4,"基于场景: 央行提高利率对通胀率的影响"
3,agent_001,0,180,190,10,10,10,10,10,4,4,2,0.7000000000000001,0.9,0.6599999999999999,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
3,agent_002,0,25,25,0,0,0,0,0,4,4,2,0.65,0.8,0.49,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
3,agent_003,0,2.5,2.5,0,0,0,0,0,4,4,2,0.6,0.8,0.28,0.3333333333333333,0.85,0.9,4,4,"基于场景: 央行提高利率对通胀率的影响"
3,agent_004,0,170,170,0,0,0,0,0,4,4,2,0.6499999999999999,0.8,0,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
3,agent_005,0,10,10,0,0,0,0,0,4,4,2,0.55,0.8,0.48000000000000004,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
3,agent_006,0,2.5,2.5,0,0,0,0,0,4,5,3,0.5,0.7,0.13999999999999999,0.4166666666666667,0.85,0.9,4,5,"基于场景: 央行提高利率对通胀率的影响"
3,agent_007,0,170,210,40,40,40,40,40,4,4,2,0.65,0.8,0.49,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
3,agent_008,0,25,25,0,0,0,0,0,5,7,3,0.5857142857142856,0.8,0.37333333333333335,0.35,0.85,0.9,5,7,"基于场景: AI投资对企业效率的影响"
3,agent_009,0,2.5,2.5,0,0,0,0,0,5,4,3,0.65,0.8,0.35333333333333333,0.2,0.85,0.9,5,4,"基于场景: 央行提高利率对通胀率的影响"
4,agent_000,0,2.5,2.5,0,0,0,0,0,4,4,2,0.65,0.8,0.43000000000000005,0.3333333333333333,0.85,0.9,4,4,"基于场景: 央行提高利率对通胀率的影响"
4,agent_001,0,15,210,195,195,195,195,195,4,4,2,0.7,0.9,0.48,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
4,agent_002,0,25,25,0,0,0,0,0,4,4,2,0.65,0.8,0.505,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
4,agent_003,0,2.5,2.5,0,0,0,0,0,5,5,2,0.5799999999999998,0.8,0.168,0.25,0.85,0.9,5,5,"基于场景: 央行提高利率对通胀率的影响"
4,agent_004,0,210,210,0,0,0,0,0,4,4,2,0.45,0.6,0,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
4,agent_005,0,25,25,0,0,0,0,0,4,4,2,0.6625,0.8,0.3,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
4,agent_006,0,2.5,5,2.5,2.5,2.5,2.5,2.5,5,5,2,0.6199999999999999,0.7,0,0.25,0.85,0.9,5,5,"基于场景: 央行提高利率对通胀率的影响"
4,agent_007,0,15,190,175,175,175,175,175,4,5,3,0.5199999999999999,0.8,0.2333333333333333,0.4166666666666667,0.85,0.9,4,5,"基于场景: 原材料成本上涨对产品价格的影响"
4,agent_008,0,25,25,0,0,0,0,0,4,4,2,0.575,0.8,0.48000000000000004,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
4,agent_009,0,6,6,0,0,0,0,0,5,5,3,0.5399999999999999,0.8,0.13333333333333333,0.25,0.85,0.9,5,5,"基于场景: 央行提高利率对通胀率的影响"
5,agent_000,1,2.449021401345962,2.6751614064704587,0,0,0,0,0,4.055363357262619,5.025966018781205,2.9627905507414543,0.7193553771024596,0.6939349181489225,0.4228569426179562,0.42162742034512896,0.5853268150846733,0.6,4,4,"基于场景: 央行提高利率对通胀率的影响"
5,agent_001,1,17.564033709969877,132.47181251921774,171.83107635425367,171.83107635425367,171.83107635425367,171.83107635425367,171.83107635425367,4.859977146548232,3.3062093748559267,1.2763419280456716,0.4568065951645086,0.8275335806164796,0.30791251842352746,0.5388908786384629,0.5370776984505963,0.6,4,5,"基于场景: 原材料成本上涨对产品价格的影响"
5,agent_002,0,25,25,0,0,0,0,0,4,4,2,0.525,0.8,0.28,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
5,agent_003,0,2.5,2.5,0,0,0,0,0,4,4,2,0.5499999999999999,0.7,0.35,0.3333333333333333,0.85,0.9,4,4,"基于场景: 央行提高利率对通胀率的影响"
5,agent_004,0,170,210,40,40,40,40,40,4,4,2,0.65,0.8,0.43000000000000005,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
5,agent_005,0,25,25,0,0,0,0,0,4,5,2,0.5399999999999999,0.8,0.35500000000000004,0.4166666666666667,0.85,0.9,4,5,"基于场景: AI投资对企业效率的影响"
5,agent_006,0,2.5,2.5,0,0,0,0,0,4,5,2,0.5199999999999999,0.8,0.4,0.4166666666666667,0.85,0.9,4,5,"基于场景: 央行提高利率对通胀率的影响"
5,agent_007,0,170,210,40,40,40,40,40,4,4,2,0.6,0.8,0.28,0.3333333333333333,0.85,0.9,4,4,"基于场景: 原材料成本上涨对产品价格的影响"
5,agent_008,0,25,25,0,0,0,0,0,4,4,2,0.5625,0.8,0.3,0.3333333333333333,0.85,0.9,4,4,"基于场景: AI投资对企业效率的影响"
5,agent_009,0,2.5,2.5,0,0,0,0,0,4,4,2,0.575,0.8,0.415,0.3333333333333333,0.85,0.9,4,4,"基于场景: 央行提高利率对通胀率的影响"
